N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,A,B,C
0.6737160868066282,0.8174470555330092,0.7303879736560409,0.4780979690281949,0.38987697957932665,0.589240510528169,0.07568782555338105,0.5041228610193396,0.1784114688414966,0.6632898394886156,f,rb,tay
0.07154254266941118,0.6299938223977727,0.004520154779933283,0.9040338505245425,0.3712147541137345,0.5178799195602781,0.15794950420517473,0.6577667906873617,0.7482897057180378,0.8489090039247735,e,ym,ppm
0.8166326071181343,0.5599881930590919,0.2899486945826535,0.9548120462979742,0.7438319332001705,0.38605197475900477,0.6027401540274537,0.435615693253282,0.9662852439708929,0.28470200928835854,y,bb,ssj
0.24897371940827617,0.7622852426853973,0.39502594823699944,0.6194732465600359,0.7679843215584723,0.5074541222476117,0.7676125219071099,0.27322392331473555,0.08114494145392015,0.8916571522549523,c,ny,ivh
0.8608889829398547,0.2078572178867507,0.8124738908300944,0.37663752201215517,0.21284822452455832,0.3975767454506126,0.8780683314148664,0.8341148203300316,0.4103471865218299,0.5518894512771542,m,ud,jhb
0.32858440755422347,0.3624313686960918,0.32928272850710816,0.7819680756453004,0.1888834997594212,0.3637692617794336,0.4926258475950026,0.31143694281577317,0.22000670026602098,0.5389866430556289,t,qh,mea
0.6177309737749284,0.6856241967574178,0.1690410278520602,0.5110169786408625,0.5124804105339867,0.982219317316476,0.7836015980596946,0.29845498267350346,0.23653548830773208,0.17040486015681866,j,lj,kog
0.5178122482317934,0.10022748052416386,0.7599539531162436,0.9102584707168168,0.9526598041453641,0.9792138761889062,0.5151177386244483,0.2689281783029521,0.634464092811395,0.197043412409739,d,dy,kgl
0.5842835581566368,0.4444953956879115,0.6755630262824419,0.06155616922976059,0.8611621639789546,0.1856632977679219,0.17124289116820357,0.42751828743874154,0.8971049578602085,0.46869777176966476,n,mg,qnm
0.29921863459599707,0.4767541713640868,0.9671836662436087,0.4372104781262913,0.7019803553282932,0.6121878870921136,0.07781576433315085,0.5181845017835365,0.5931005870865051,0.8571824427233997,v,vp,xhz
0.6412960949476081,0.5812936594269192,0.9745349280926403,0.6803061440206339,0.7961109771876629,0.6687984135421698,0.15175619533878493,0.08357183932566215,0.9231504989289945,0.05824180086366415,r,fi,tdw
0.16019572290747874,0.3383163426623971,0.2776830370089266,0.904860322980978,0.24731931893185344,0.5128871675575652,0.5599975011605237,0.5161466871216359,0.5321178857750691,0.21153283431522274,d,lh,fbj
0.8676428930436093,0.8063877942739631,0.7788313758227764,0.9355016026360844,0.6212606309199474,0.32377336776322985,0.7193411181305462,0.022676203520650473,0.028347489632980394,0.34986053240440085,c,bf,eaq
0.28218914026711217,0.08146577894082196,0.19248420858292292,0.7323554755694925,0.08453512370229876,0.15245982915480027,0.5729202493609016,0.27047507902264,0.2938467041550016,0.07025707437303519,p,ru,yet
0.24456036131812187,0.058655213709877696,0.03009525302391458,0.03916969546682103,0.7179607408790809,0.7350014065854,0.8656038502685305,0.26205039644833483,0.3174072232843248,0.568682092903037,q,er,nhe
0.24140621555902608,0.6044061430448597,0.8938858179500041,0.7844614066148227,0.09704839380338637,0.08969561078945376,0.0027494921699857677,0.12426434608398318,0.40490343798027184,0.7754180007276551,i,fn,jve
0.8993986374649905,0.8845578975701572,0.932619217074053,0.5281623014428954,0.9651338668415708,0.9629043960608207,0.5274014184728602,0.15475970965924002,0.3945967377416071,0.17153381238002874,h,ok,nrs
0.46158513283950253,0.34854763674510003,0.0821160176155199,0.4111406866406334,0.8314431375761944,0.9877072101933596,0.8106395772331058,0.6872888189477477,0.31334820107268624,0.22226067315454734,y,gp,ofu
0.33481479974496187,0.5381599070566202,0.7943107055568944,0.09198123306728578,0.7077171787117091,0.1563908596212058,0.17144036010891428,0.3138929064898216,0.522661794079249,0.677760932615585,w,yl,asq
0.9082999836994983,0.011599909693998045,0.853157255129865,0.23263685549272162,0.9995193002135386,0.041676340322654326,0.5229140764378213,0.34525717268743383,0.06807407666566834,0.5184554114796786,z,oi,ngu
0.3488336107717973,0.39588766979219325,0.8961029147513335,0.96391994603352,0.7936702598674574,0.03636996042951246,0.2831528872573088,0.02868899075537179,0.3111831510243265,0.6635925948005091,n,ua,vqo
0.5314205662872352,0.01624734801891148,0.2197113908189925,0.4260029384357751,0.24981452092792478,0.3418354103919502,0.5760683823386293,0.4748990401383679,0.02981464418505142,0.06534468583403186,c,lf,tmv
0.46942705896443016,0.38650514886498344,0.8988129343488697,0.573028619463376,0.9790665960049163,0.3870296244117063,0.029233836257608337,0.5044237184096075,0.9751023379232366,0.4445355357806201,t,bm,ykg
0.575260752747599,0.4960151780350007,0.3656424667663797,0.5741762745036394,0.6126734033884671,0.24007213793515558,0.22546899690050792,0.3769235851904439,0.7169690231175841,0.8561281646902454,t,pl,fjr
0.32301620900597194,0.5694505076510626,0.0606889545172421,0.3643359081903801,0.6214343926270095,0.30075916409357006,0.8414641592792825,0.14357535004125188,0.4222906134257267,0.31708558125388087,x,gw,pmy
0.6755870986022932,0.4695481409359826,0.4919699454081251,0.6333742690857714,0.8290179232622445,0.2995912537965947,0.7505894194486813,0.21764428444011197,0.23930653614094688,0.9301946815151272,b,bz,asa
0.25581123706515796,0.08488286562160208,0.6622084813987589,0.9834651139295316,0.9444952823796633,0.6659351033555203,0.7217901860468862,0.6915711937437738,0.21120994916171787,0.04698455857288475,u,ov,hmq
0.36445090541714664,0.6714188932752313,0.2453994348941404,0.09105021687031511,0.9055074746784796,0.07165773126782504,0.7965187519362199,0.07287348325152176,0.9414854711281042,0.7020604152528614,r,qj,nzz
0.2271511340253327,0.8997241001576151,0.40259857493127127,0.38820055444494317,0.6769861961349775,0.4620513046686092,0.43837242420930356,0.5452394894580366,0.566877483477046,0.26894602868098016,e,yr,dks
0.3752109981471423,0.802527447993721,0.7890395122128896,0.3658752177905964,0.34626897138118484,0.8203229318854726,0.09850060905046487,0.4817424670114223,0.18942689254604161,0.22679906388751336,c,uv,jzx
0.3088446196569823,0.2929624833693938,0.9028626450964098,0.12097505753453386,0.2943663875132234,0.5023266360601314,0.6090031197297333,0.17002719597204963,0.9634132239486078,0.19209034145027748,a,dp,yfr
0.24510386642963355,0.2564396655270248,0.15688072298880362,0.8434603821752459,0.52629123775185,0.012743696927075776,0.16215422828164305,0.005851604090566953,0.4409591630180344,0.2228611607602331,u,dx,tmd
0.036719624319923816,0.7386900236425898,0.12709118275488418,0.09123267987645156,0.6942575043363579,0.6949646395068778,0.8375257419174289,0.7559195014097828,0.16458871438312295,0.6120520465665726,u,mn,tgk
0.8922685798414122,0.45861402480490854,0.5916836376150602,0.5216477285339514,0.03290183552159687,0.7132076648836901,0.30049725507572767,0.8198314814519295,0.5175141802648578,0.9885683651357718,r,kh,fwj
0.31184407807010095,0.1929615078586453,0.765154181469789,0.5574617228090181,0.38430435643958827,0.9113433513281867,0.9220531186580332,0.19441354757965246,0.508410625267942,0.3439865587181401,d,pe,uja
0.2278282812434792,0.07080826235315796,0.6458756585168248,0.1506740711656429,0.17045284044974518,0.9293220150184022,0.017132512843916703,0.6094787851610773,0.1872511557202633,0.8196610585968238,x,dy,arr
0.6153235246228588,0.9955898330123223,0.3937212448253846,0.10837601533168151,0.43928650404250424,0.80440825271677,0.6457328653791763,0.3958009007240476,0.029722644735020953,0.38130913601753447,d,xh,vye
0.1663560070685921,0.4414846389814585,0.46932536490494736,0.18993899830859473,0.5162689544713236,0.3901190387830922,0.20243425281765404,0.6189233813077899,0.9676187033838464,0.23101683429802622,d,em,cbt
0.31989079033874657,0.0044677652013664915,0.8059308171055541,0.898259430915575,0.796387879555645,0.8213917662267001,0.6121805194188509,0.6548852567731798,0.9391118630641678,0.10642564876982286,g,ok,tng
0.12853079424736336,0.5861144359863362,0.06764958132482901,0.49023399306677695,0.3419223791293513,0.05111006843164334,0.46288087492417007,0.6014892651438977,0.5217974241789359,0.9966262497235483,m,uw,vnb
0.699867554969581,0.3777889282675707,0.29948398570517165,0.6436909498284253,0.3581304662078224,0.4818268297076639,0.7522380157882629,0.05806799100404991,0.04260249880204514,0.016721807234343133,h,wv,gfz
0.07246005423682844,0.5389793128517089,0.3842449815645417,0.7605816943207494,0.4259630090058144,0.9985057461516035,0.6581601080639173,0.09064608127274643,0.753539120316695,0.7194886413906834,u,wr,kmp
0.055217068551498105,0.042495657401972364,0.33971016864228964,0.6401428571487462,0.15102503643430742,0.8491414616835594,0.7356572676643859,0.9457526531333297,0.10110852749093369,0.026929129439083543,p,dw,qtx
0.08571983179176768,0.3684466056402974,0.21644058693417156,0.8453063920940602,0.49485266109921167,0.49232332979289606,0.21524497029485068,0.6204153522706011,0.9048323484424826,0.4007377321370469,w,wu,rjd
0.5382148061681055,0.7665631738276163,0.49157278127820725,0.8536460097435897,0.0772157951896163,0.8674960823251247,0.9845616256360187,0.07397249802444272,0.6451430167149218,0.9709367343252661,g,je,gcs
0.5872956600737242,0.24367292647770777,0.4307118869029184,0.0837917908972523,0.621578581006162,0.8594754329306354,0.2909338506700042,0.877316290505589,0.8661484242139974,0.2397872885171588,v,eq,vuo
0.22741045605775134,0.8947825397594689,0.9458897752321883,0.6859291469324873,0.9930242431012931,0.7318912562654255,0.9497333557210372,0.8957580288584791,0.6280223308624233,0.9295177323208144,j,zi,htf
0.615120772192336,0.3756362601965544,0.09701603530817893,0.3822623643663645,0.8483445971224951,0.8357030396496553,0.9881396170384434,0.6021198491523462,0.17006660567159182,0.6574727520042922,r,ef,ezb
0.9290424079884227,0.8913504706550947,0.3754231034074247,0.734259904853389,0.7627869126097795,0.26760586854004365,0.9503047314841776,0.9551041816752007,0.016102757478456242,0.351233023529688,n,gy,kck
0.4144859259844592,0.7613929721464311,0.6248957991839644,0.732040577430948,0.18950829147204162,0.3851926873845858,0.16693487315789457,0.5641969417915288,0.002916076189695138,0.3211664026161146,y,fm,ohn
0.6204462697614159,0.7112149764211623,0.645496567150682,0.9269489948389525,0.026599936459161255,0.017866880088899806,0.6572820405391975,0.3304773169251869,0.8511795820461557,0.4335489876575236,c,tg,bnj
0.07684143370453267,0.619189397522429,0.9936293757962239,0.8675197210211909,0.38532729843068025,0.04091807865896424,0.6956388696019977,0.6048292126263858,0.8266773145463988,0.152085020757313,d,vd,hez
0.039964083338973944,0.4913197999366008,0.22468198933930805,0.733854931591689,0.002198828291047783,0.7868089506121941,0.9759315571156213,0.23189279348046155,0.25288486791419384,0.09633394430562459,q,hl,say
0.7053956037575737,0.4840030181269721,0.7685643600830943,0.8068244433021001,0.7779711188769617,0.9774879251244271,0.17919398899377725,0.8087338774510151,0.5940301600493171,0.13185809554727557,h,hf,imq
0.3992683442362992,0.8282673322998536,0.5231029078408131,0.24514395597892424,0.8560718056354156,0.9425340578603508,0.35364543134675785,0.46329218694126395,0.9830273282989052,0.9225349460294066,v,xj,wxt
0.14365239401066943,0.28702625798772263,0.187764611132771,0.4031512563965536,0.05012623275440442,0.8961131911608294,0.9084147521009602,0.36314921956731117,0.6776664163722794,0.11991259435057744,k,ty,dhc
0.891883309133759,0.6648418609009704,0.8748073020157647,0.8358794718758052,0.34337022322462196,0.8003125883730975,0.3214213778025631,0.4576617730932221,0.09867842777334956,0.9309556127068233,m,xf,hrt
0.7042952271040746,0.15170872420098314,0.34176786631800793,0.5555225583963824,0.6651080389769355,0.19133378246810073,0.9850633543748147,0.48253009866041896,0.854084707058964,0.17684987140364394,o,uu,qew
0.8186546300505911,0.7165110935303932,0.7262131198175846,0.6206812920497207,0.1905842394904549,0.31541675394771385,0.6305905616131176,0.9825237678752667,0.9981232649790529,0.35526212428276716,k,zl,hgg
0.9862754104140375,0.20280071481644002,0.8263389193785058,0.7820655946929813,0.014028722850762954,0.09838721657888472,0.8178693329670502,0.9848413490978314,0.547903122859534,0.18609054496752786,r,sa,yzz
0.7169097855426533,0.9049362514301789,0.40730578905948933,0.6535718090957074,0.12669632633329497,0.24634670919931156,0.9220890283896903,0.7883111937962456,0.7081495661205933,0.017462198053798672,s,by,csy
0.5116563791549662,0.7297400206856822,0.05142813611005148,0.15054962473553757,0.6989479249368398,0.8360689393552193,0.5296704653023582,0.13674148824093546,0.34213832617246387,0.04661372784451978,h,xp,wwl
0.23645627538381564,0.2827663128534674,0.21661730884905572,0.5349205533587851,0.778830052878871,0.24746332876384702,0.9847688889187916,0.44472274030400916,0.9675588512965679,0.7437479362637663,m,po,zio
0.8808895250668815,0.8258481934562284,0.7660246289917946,0.22923159151065364,0.29604113975394386,0.16374152307669654,0.9278243591991131,0.7002639599484893,0.9556121106128845,0.5713964743986747,e,ky,huc
0.09911752728930978,0.9963592545978346,0.10478948222726492,0.043776589532875,0.9152204413238144,0.3781524791907085,0.7067950284403718,0.3189315843082472,0.04675654971483756,0.19627674210190293,s,xx,xgq
0.9510537972176064,0.5474312138980022,0.36432954185843935,0.44420380016117,0.9194732808027095,0.5497783588661415,0.14572462799025954,0.11787916717877223,0.34993327252408624,0.15947203964903967,f,vv,njo
0.3167584107890693,0.7392840120621604,0.6501376825239041,0.012596726999241303,0.5552413369407798,0.5564467260514644,0.9049658001488644,0.7686305927125335,0.8026926327587279,0.13954015073205728,t,hw,uvf
0.9245590595869537,0.7126990772350656,0.40542573773391366,0.22418620848072923,0.361730311053165,0.9280159501177012,0.4985538839446425,0.4343721735088609,0.6430141690148286,0.10301666194849324,d,en,pfz
0.39643372524353626,0.7596629977290376,0.5396211311972144,0.21905644143804648,0.5384224215330189,0.4146310560915951,0.7891429287488402,0.30064228801264836,0.43259255081755044,0.5119415196546736,e,kp,gyc
0.822383506647217,0.6725615887594643,0.9372525188840017,0.5831405023062861,0.7197282420094101,0.5418098900533279,0.834845048055396,0.06387719590869467,0.3560600457619173,0.6484888317230982,v,jc,lpm
0.2482069182326484,0.2505706214522301,0.760337610820662,0.1422267572821373,0.45608771672658155,0.40770376105754413,0.520202037308783,0.22253074704493492,0.22266542986619042,0.8714712350835969,q,qt,vyx
0.5105443014447372,0.07175885237090851,0.42644767483931667,0.953659468187207,0.5638545634045894,0.6348570456733675,0.818601267039995,0.6637073194066343,0.7196493333168817,0.13641271253977172,d,yc,mwf
0.6177966895635563,0.7313867815889011,0.5227515985368495,0.7187035310725453,0.22151183108893402,0.8479751898879094,0.1480867827001322,0.18256184826950306,0.13978652284202697,0.665008882319107,q,ba,rie
0.7993613511289788,0.6154175197557974,0.40513314639774844,0.17562343650075796,0.7533148573066112,0.9466918810321403,0.23108534468095487,0.1627759409964299,0.9912653815826694,0.7046859492850994,i,cd,beo
0.9173291978738484,0.49930020190794533,0.36924885958622156,0.4539322529954021,0.7602745034762841,0.08898005071901838,0.555888547047082,0.3898155564590404,0.4214418958453805,0.9105891114824939,k,ka,uzm
0.21013642411821742,0.22373176755445756,0.33523038046226494,0.88629637476543,0.21741317131855908,0.14796786392326622,0.755494640675446,0.3058033579379824,0.9440207271558654,0.25756362312954606,b,hu,xco
0.06585768146642279,0.42957720299918833,0.4832095190904937,0.5988310492825281,0.2689521943817209,0.005441800220745585,0.7957692916601938,0.1804805120491194,0.9816862044792409,0.989090866871386,h,lu,aip
0.0691320232420004,0.5676342128384987,0.3471653917290707,0.34137719112202025,0.8072262217729163,0.9291544571155229,0.8676996332366818,0.10777601335100484,0.22198579885737424,0.5592416945528127,y,lk,pcm
0.5357571088606689,0.1986449867374308,0.2653568867668804,0.42074343697228955,0.41798163994606385,0.7829171147947491,0.36755275991566894,0.19601534616754845,0.10911277583907142,0.8145895009096754,h,vq,geq
0.761352083605151,0.9220230055439655,0.6303782189624393,0.8513088008508585,0.038502375791167553,0.4753359162445673,0.9093892759099187,0.25055810952189006,0.27853710337027227,0.10986490782693048,t,oz,ohv
0.3202568714210583,0.7161167560284185,0.55025708439449,0.9604003575509302,0.13083118621063994,0.27032588608341424,0.7069994232219386,0.6259796245205973,0.9514820922989833,0.44450564943955995,h,fj,iys
0.06428229098984017,0.27152250227120667,0.6629205114998468,0.10355848034940385,0.17500780678667516,0.3930407152670752,0.8693813695900954,0.6579246663647909,0.007337650482134639,0.6629797810404658,p,gx,vnz
0.03049745932748893,0.5189175095805263,0.12422482991647466,0.6120325243922108,0.6536541161167239,0.7972029004571898,0.6372157604228678,0.1771766001202234,0.16793013862739758,0.042233282104451986,u,fn,hpd
0.8949338737404808,0.9862705705103681,0.8033475923451824,0.05429386095106192,0.11103229097990108,0.8396091254629706,0.18914958551606853,0.6035004628169442,0.5177270115097193,0.03237818727124597,c,ew,tgn
0.9757835445835478,0.6403641194767538,0.09859748549485192,0.1791053296539198,0.2988659908900122,0.6722783689688633,0.9913876706986098,0.38353164074290746,0.7770188000227451,0.9312200330728723,k,fi,voe
0.8804954699221238,0.35855522406183726,0.21223854939637754,0.019721004572800682,0.6407130020939795,0.6434405582537851,0.6385316209922847,0.20123435744658513,0.14973792119130191,0.3642541642325341,o,fs,uee
0.7888845943704208,0.2072727292203883,0.2786629673469857,0.3162964233417027,0.6042827747561504,0.6379071347266418,0.6357471457020892,0.7066065982059413,0.224990777210905,0.3499908122910256,j,hl,wrz
0.4843776347151688,0.5589821098836656,0.8340727688890499,0.8995416392669213,0.8716031856185229,0.044927052889703,0.5468427543211833,0.2827812256179233,0.8212690201031186,0.5606226088542915,s,kc,bpy
0.7169473942174464,0.5739214815190892,0.001742088683806653,0.042931953405362044,0.7186366795270666,0.3202014743573922,0.7905698005416897,0.6239810099095148,0.815971977828312,0.2004830666041557,j,ck,ren
0.3316980432110135,0.6020196431185132,0.7239850494779608,0.24294815804873504,0.011613626409987643,0.7931524135245487,0.7743417410059793,0.70615635852005,0.12273966502569789,0.39455979424557064,j,ut,gfg
0.17006646235669087,0.05975123180570274,0.4412207610782888,0.18250700973643819,0.8876789580766966,0.7764722536225867,0.32023675882155145,0.2680819042241738,0.9281178389523601,0.9745230289099436,r,lz,aqd
0.2255504054092755,0.9690999387934002,0.4743029557828985,0.8749222766003221,0.48184089954389986,0.8499456789385563,0.3445327481134335,0.129509362306366,0.4592541216251502,0.1739223248461167,e,xh,wqd
0.7241740288368176,0.7255417027296337,0.6861864322110808,0.29595659495162774,0.32516854599381806,0.029525908574532078,0.6930138865817883,0.14577607646123358,0.8390783937917815,0.5531552376076462,g,qy,qoi
0.7065230768771084,0.13706128781309057,0.004321211934415925,0.9687488780335185,0.14755816251761944,0.9409323355083472,0.10491564532876951,0.5606164255066737,0.8332923364795816,0.19190650460954528,r,sj,uai
0.7633527763957477,0.8331907558146934,0.6671783512950991,0.063982044868934,0.2511479346164658,0.14184663106304818,0.19043249811644425,0.29439470660513645,0.554392629305649,0.35466002041086264,d,my,phu
0.6651207125830155,0.6193477511858675,0.5565986272828055,0.40278995085090896,0.8362819288925177,0.9983917054348798,0.7819889872753152,0.07311706097830784,0.608732305012763,0.5493417208915113,o,yy,txa
0.8896908334804455,0.8796897378998146,0.49210234969422884,0.4767248643748444,0.3317043604712733,0.9171261062027297,0.431084594079127,0.6606940119534005,0.9056008723450099,0.1421045248681172,u,po,jzi
0.7549223574266744,0.46903848488938427,0.8498635345416482,0.17903841178991264,0.8010794868683909,0.6992860851185323,0.7911859542386105,0.17795152884470666,0.5786833238848266,0.4767382529931866,s,xk,uyb
0.06495032274667778,0.6531104657456134,0.5239876339718691,0.8150132864435399,0.7458524344604629,0.4297905100939027,0.4359335775599069,0.5644857294051451,0.15855750440946093,0.09583941638805182,z,tr,ymk
0.5442110043328338,0.43781566364480173,0.30191024368428987,0.07553377079039192,0.8491685954939006,0.8554442785420426,0.578486793598926,0.36379565884369514,0.2662345043226717,0.3890832048127306,v,io,axz
0.6362974222333602,0.4367827131883294,0.08541888029723055,0.22670717102742488,0.2764751347579,0.659425938447612,0.7244321374233247,0.5193442059339505,0.6541806138926992,0.852832095093173,j,yg,zyd
0.6670808351184155,0.34905617504043573,0.5407586287117225,0.13663369024959748,0.6228148334435327,0.20143561657522113,0.28005553335328215,0.8892767420678708,0.7566225142520678,0.1923268232368086,w,us,whd
0.1833062540157826,0.015742646790983472,0.16137983571759096,0.945953659303658,0.5071947001406256,0.9029455948490342,0.09197836342358567,0.121266397158734,0.8510168087615134,0.8451120529211777,p,xb,ipd
0.2931914187761572,0.4651458732601137,0.7767046907239382,0.11876264779137824,0.547806968289791,0.42608722611203553,0.5690022047226295,0.242442665756881,0.846367560181867,0.9633584114377288,d,mw,oet
0.5997058555184412,0.4012470802970416,0.46392927544992435,0.6546092081067154,0.4703259246703988,0.10691351664563042,0.3496954709522516,0.3344504242937265,0.7348993645164522,0.7254984974521416,w,pg,tnj
0.4478174631208258,0.23363664062679823,0.1019546351926961,0.6382973036930414,0.22599840348840572,0.9703432177002692,0.47576334763421,0.25153276065067776,0.7753648942538267,0.7047259619512896,p,we,flu
0.3638243308538146,0.04143316804165764,0.4948856068346985,0.8093936060445458,0.4833435916846278,0.07117994522232363,0.49139472950891794,0.07408936705933034,0.6479712917177485,0.09683053132952446,g,xh,yex
0.9828003684923443,0.44881754680979247,0.32650888427453784,0.5459672470843574,0.9470881250606858,0.5357881557600583,0.014611779538773573,0.5365084542611386,0.9834867267322288,0.3227190668167417,u,oz,gnu
0.21218278127317658,0.5844786648673348,0.7978043156390741,0.4081624506623872,0.8792226480363214,0.05250211288044737,0.9263022097654767,0.4738161200885832,0.13275970711885476,0.6471958535283361,c,bj,zna
0.6674727939836809,0.5824525720605332,0.10324422827297408,0.43386952865126394,0.04056751973273809,0.3210058495591904,0.1856894757355,0.48591534981566464,0.14710462765995957,0.17824680035264406,i,bi,mqv
0.3190881230911303,0.28250124539714216,0.3199930066249319,0.1017112163269579,0.10544866641024409,0.7229137415288941,0.1339345651327497,0.5783471927640973,0.6378421817330181,0.6047519256536195,z,ja,pjw
0.7882429240033335,0.7064934748750762,0.5178722043236,0.3209689905583647,0.9395571365997626,0.7013758008160202,0.06461355801556223,0.8914752622175026,0.8964277209305823,0.2846702921294145,b,xd,ris
0.6900202741163196,0.17255841704430508,0.630202509351901,0.9013121863242453,0.7873174711196501,0.08124187786978676,0.3323046954781429,0.15560819969333728,0.5808275950436952,0.3340895815024826,g,gj,byq
0.5473119647392739,0.6302767222684968,0.17144034802808028,0.17256859797239177,0.1905524184514108,0.30382942190570683,0.6352720674225966,0.7776858922185234,0.7784509795707866,0.7810034406375524,l,kx,mvn
0.4415528676209415,0.8185463563492831,0.5217646685263286,0.8330178930583626,0.9229039401651654,0.6290420913544259,0.03303609166237087,0.6862432877263104,0.3913344974416887,0.32292434140174986,y,vc,bwf
0.17324205278155014,0.9544952510532705,0.6294325824771216,0.5401680728877948,0.43047553865807653,0.358231132661996,0.16648744369882218,0.39347543617413805,0.8853187157276892,0.45377375860407065,i,ns,xzp
0.5397702110756747,0.11903011071176217,0.21942932697831274,0.4613623422649671,0.9661724344960467,0.7772503530282084,0.14744806464445315,0.18444185807326552,0.1263956691269087,0.07074623601862828,j,jn,ywf
0.8387275856407547,0.06325713735807492,0.941519761430303,0.6183711016285293,0.6195561827434654,0.4276480327161053,0.8155576510082212,0.06782144259714118,0.3508350833206749,0.5258031364012943,f,ix,igd
0.5926868299382368,0.06179547896133497,0.2873743956973519,0.9003590123156997,0.06566708310547176,0.35545848525577683,0.17398922414140117,0.8405271896127885,0.42095936942301415,0.02168057705029458,s,kk,hhh
0.798814174171224,0.8740208404589239,0.32277130883642813,0.2537258493157246,0.2639049051470713,0.08235221048881514,0.8174699209246563,0.9370264454550786,0.814446653962492,0.8983440596856648,q,cv,qeq
0.5522961639508248,0.730752091859213,0.24663329404151935,0.4452837756345247,0.24754202808975057,0.008640270177953324,0.32748301489203513,0.16071380617820763,0.8167332431364753,0.844856570388896,x,rp,ouv
0.9496613764567472,0.7935625256504446,0.8763722218893295,0.3619839991287279,0.8378384034994686,0.012254019050036424,0.4006570008289885,0.7240903694411711,0.8968909698383207,0.09870627468227422,h,cl,nkj
0.06615925753830276,0.17343118983615224,0.095922802982781,0.5640700502803889,0.8078985856623192,0.7402388989889582,0.20172087859063859,0.3589949534022524,0.32645934062164983,0.7149351908014376,g,dl,hwj
0.8086574239563606,0.16016794781286492,0.5103289807685804,0.6509978805336211,0.1029560051593491,0.3992122112494113,0.8438474390916929,0.32045290892343603,0.6667617323655676,0.8619108511914183,t,xv,znb
0.534566386728746,0.6595613679591916,0.2656207821278421,0.5933914244522597,0.2506959045032293,0.29239207098004905,0.6193329110517836,0.06812128166052278,0.30620214989041394,0.8186182119781341,b,qy,dqf
0.7340360478809846,0.7445483966163315,0.10175475782899746,0.5937149862963842,0.7394645076726918,0.67763846822942,0.3638204280888071,0.9677681573155266,0.27748026442522533,0.04133300042395538,p,lw,ogu
0.545170373405949,0.5317554478899275,0.9669636392548241,0.839848798547206,0.8541152772662651,0.8057941171501198,0.9814994496208569,0.8838152893113999,0.039861362275383616,0.7856834388285756,i,pb,oih
0.21761517550414744,0.10371045830308434,0.8430218191793744,0.18295127915378806,0.019497320212543134,0.32557811529956504,0.8659402449277103,0.11771130888885395,0.7517923872628381,0.7843645812285457,k,ia,wmp
0.27985048774137633,0.5946990010417633,0.016340159130143084,0.7924851610677417,0.644445586237497,0.22990643040606007,0.20915598429021687,0.018452611642808536,0.8041899149537409,0.9096986218198642,o,cg,ngz
0.699922413904839,0.4379952913670294,0.48221490902242325,0.5969973625317869,0.6979664478725386,0.221228403071976,0.6034245711340332,0.7826364807778972,0.582352785684384,0.5045877664830906,r,ub,zqj
0.5709763901584859,0.9335895219479887,0.877275674073634,0.6939736782116808,0.6189196920950276,0.6177358872506945,0.6662839842945539,0.01693054046499698,0.43724946168112555,0.7367159832722869,q,bb,mti
