B, N2
iu, 0.504078665601456
iv, 0.507654483544735
iw, 0.517072826634130
ix, 0.512973954151975
iy, 0.507712871370999
iz, 0.501771162360371
ja, 0.456876240606873
jb, 0.468188968640695
jc, 0.461928566290807
jd, 0.520318451678429
je, 0.528194122878921
jf, 0.511841880378463
jg, 0.464230127379651
jh, 0.528421593912514
ji, 0.500431226863966
jj, 0.511018231132401
jk, 0.482070858643584
jl, 0.485755680360857
jm, 0.512015005766411
jn, 0.551160472171947
jo, 0.516300472213972
jp, 0.508991011286671
jq, 0.526593325955770
jr, 0.500418341088435
js, 0.518928653997965
jt, 0.486846142557566
ju, 0.489079489551393
jv, 0.510802437078168
jw, 0.452985990186580
jx, 0.514920479181913
jy, 0.497274409378691
jz, 0.481391242361500
ka, 0.489557722869054
kb, 0.488603281688059
kc, 0.469845939548582
kd, 0.486949999306800
ke, 0.521554693940245
kf, 0.472488409643959
kg, 0.509632497566637
kh, 0.498492267470287
ki, 0.489764612209688
kj, 0.545766466574852
kk, 0.485772347517020
kl, 0.468369653437797
km, 0.487714925481859
kn, 0.528380884556731
ko, 0.526975665741737
kp, 0.450994221569403
kq, 0.502239005301832
kr, 0.534607753537416
ks, 0.476766690662361
kt, 0.501239437511233
ku, 0.515376179630986
kv, 0.496312090482424
kw, 0.535113792234291
kx, 0.502725839547385
ky, 0.516750400387643
kz, 0.465556657828077
la, 0.460080083697642
lb, 0.520965490449122
lc, 0.463691837020055
ld, 0.482674491769479
le, 0.499135198344925
lf, 0.503506606292962
lg, 0.529317272331787
lh, 0.501790612630431
li, 0.493310356975976
lj, 0.513870312740172
lk, 0.495699289014983
ll, 0.491819410895595
lm, 0.490711221676817
ln, 0.499147075821421
lo, 0.513052054888248
lp, 0.492324405317882
lq, 0.470877828186246
lr, 0.523124311512913
ls, 0.527363448275132
lt, 0.489882593899091
lu, 0.493704493380836
lv, 0.496469117365671
lw, 0.500928724029485
lx, 0.517899634569590
ly, 0.539091513506809
lz, 0.539013622435624
ma, 0.511536326710307
mb, 0.484918730262735
mc, 0.500375864502243
md, 0.509872949621489
me, 0.502394368027194
mf, 0.547408232599000
mg, 0.548907023813835
mh, 0.529652612886953
mi, 0.495279445638339
mj, 0.509024515170543
mk, 0.532857625431159
ml, 0.522700425338035
mm, 0.521887457622710
mn, 0.485482315254541
mo, 0.465734665001439
mp, 0.475681731272800
mq, 0.494582516240557
mr, 0.498713853430952
ms, 0.526622189567560
mt, 0.502579085710460
mu, 0.453081588177397
mv, 0.524941210699941
mw, 0.468758398670067
mx, 0.500161300618801
my, 0.483954658954915
mz, 0.491184926215605
na, 0.517590743776513
nb, 0.497198726660380
nc, 0.536619017849328
nd, 0.523448767269676
ne, 0.504564117848056
nf, 0.477647455216275
ng, 0.497387571951106
nh, 0.481929004901326
ni, 0.531997026624984
nj, 0.481667264712441
nk, 0.521436593300387
nl, 0.503914225812761
nm, 0.536967072323407
nn, 0.526648104308191
no, 0.511414274301257
np, 0.493717306533236
nq, 0.532178774227417
nr, 0.523858019566050
ns, 0.481506284107036
nt, 0.485027717643372
nu, 0.515445317007539
nv, 0.539353393939584
nw, 0.514828991845396
nx, 0.450253332291914
ny, 0.536585085157071
nz, 0.512619629905841
oa, 0.453554193100503
ob, 0.536688468919497
oc, 0.527747560895151
od, 0.500433448756372
oe, 0.502690159664543
of, 0.519031194994535
og, 0.464078960256324
oh, 0.545267653611742
oi, 0.482038134224262
oj, 0.521867093322166
ok, 0.527942666664048
ol, 0.476593760050761
om, 0.512723359938672
on, 0.462322968842758
oo, 0.522477779412377
op, 0.499336778027595
oq, 0.478210911204064
or, 0.514267437026115
os, 0.459412493153002
ot, 0.505978860544576
ou, 0.455580804726304
ov, 0.477670975596575
ow, 0.528966105182163
ox, 0.493058195252095
oy, 0.503752318754300
oz, 0.504562428942134
pa, 0.499670780989813
pb, 0.532657839139752
pc, 0.527306017904148
pd, 0.475222874722352
pe, 0.513489353694941
pf, 0.450058798415214
pg, 0.476404476109097
ph, 0.495854173769885
pi, 0.456892915067397
pj, 0.503808468537960
pk, 0.495448949792093
pl, 0.483580592802138
pm, 0.520951023280735
pn, 0.498251286606836
po, 0.517069755752055
pp, 0.515940793520192
pq, 0.449285527873830
pr, 0.536263607559249
ps, 0.533452467768062
pt, 0.491625086531173
pu, 0.528066303389060
pv, 0.497821682471719
pw, 0.465390280939742
px, 0.519619930841082
py, 0.478311556413577
pz, 0.478804484636213
qa, 0.496633038591034
qb, 0.488728632150164
qc, 0.494994866989521
qd, 0.537084731932844
qe, 0.514947502552642
qf, 0.505300303402882
qg, 0.526280730050733
qh, 0.482260346567576
qi, 0.513518596395816
qj, 0.523167796137669
qk, 0.520871156481759
ql, 0.510731959904943
qm, 0.488898311882658
qn, 0.480528857990184
qo, 0.514460270470148
qp, 0.496318727041938
qq, 0.489368945309276
qr, 0.485516325949809
qs, 0.489694126733700
qt, 0.527126941847776
qu, 0.486273250584962
qv, 0.503127927260032
qw, 0.488111609177974
qx, 0.527250360123062
qy, 0.489097650275973
qz, 0.450127316989735
ra, 0.509705095556429
rb, 0.486962699354793
rc, 0.520661031875856
rd, 0.481709044223547
re, 0.475701657046252
rf, 0.532745311406335
rg, 0.517456311984276
rh, 0.522254098963593
ri, 0.529676975157707
rj, 0.524434062810003
rk, 0.513331960926098
rl, 0.478279914594217
rm, 0.481201040172628
rn, 0.487938917828919
ro, 0.492162338724335
rp, 0.532823627394610
rq, 0.496123567342521
rr, 0.478891900811467
rs, 0.538987943615027
rt, 0.494594662367841
ru, 0.513616408599366
rv, 0.473981859070572
rw, 0.509446120053848
rx, 0.530736722746647
ry, 0.460705934253045
rz, 0.493667294503045
sa, 0.506426684346374
sb, 0.447346358794058
sc, 0.434529561857541
sd, 0.492068289987729
se, 0.489004438346569
sf, 0.478919822282371
sg, 0.465103905154646
sh, 0.475708553524752
si, 0.490410204663278
sj, 0.440062924883116
sk, 0.478210281016839
sl, 0.492786854792020
sm, 0.490214697417224
sn, 0.520580091633086
so, 0.537844423327774
sp, 0.498725057810112
sq, 0.464333151942743
sr, 0.479305719279389
ss, 0.505568740441025
st, 0.485558587625049
su, 0.505074346312958
sv, 0.470707825472770
sw, 0.497556679884169
sx, 0.469705562995322
sy, 0.492459744668382
sz, 0.493256911540193
ta, 0.467627570410030
tb, 0.509840837798667
tc, 0.499775671098134
td, 0.518868933941167
te, 0.488751139788759
tf, 0.493481056039472
tg, 0.500672639122093
th, 0.502560900667017
ti, 0.496787675034950
tj, 0.512499785013646
tk, 0.482291506890245
tl, 0.469955339080693
tm, 0.506531446451939
tn, 0.481918508164497
to, 0.507858031286234
tp, 0.497451440315402
tq, 0.493557435267061
tr, 0.475042588572271
ts, 0.504728023337305
tt, 0.504171835391720
tu, 0.515989991003364
tv, 0.490336710517661
tw, 0.476192603107799
tx, 0.474863759262696
ty, 0.473026506002897
tz, 0.509338282622078
ua, 0.521559304850509
ub, 0.537873581904643
uc, 0.498626910397289
ud, 0.514184886688221
ue, 0.494081830980973
uf, 0.464750154495523
ug, 0.492292589072714
uh, 0.495344310875490
ui, 0.499821416844863
uj, 0.484836533867932
uk, 0.512406689389328
ul, 0.478914881287159
um, 0.447182215261136
un, 0.520653964360978
uo, 0.504856294466141
up, 0.526819445713745
uq, 0.491609062269634
ur, 0.522928034724443
us, 0.452279894393650
ut, 0.537444955498807
uu, 0.530723421482193
uv, 0.486628244452950
uw, 0.524715705074988
ux, 0.499165929220865
uy, 0.495051050439261
uz, 0.465493109814262
va, 0.551287354899007
vb, 0.551326324234778
vc, 0.476495520034735
vd, 0.485538419100166
ve, 0.504619382982766
vf, 0.540717659841354
vg, 0.515330716552686
vh, 0.517224010099888
vi, 0.501507912013572
vj, 0.484844275089766
vk, 0.510993394494213
vl, 0.536669341743146
vm, 0.486499877503543
vn, 0.467640024876279
vo, 0.483933326331629
vp, 0.529392556866278
vq, 0.490784323211908
vr, 0.522383968316046
vs, 0.513698390595647
vt, 0.471690213609910
vu, 0.485533106856896
vv, 0.517753176916202
vw, 0.526103022282946
vx, 0.499281497682492
vy, 0.513863577691483
vz, 0.517976983451444
wa, 0.500170739378783
wb, 0.504019285085231
wc, 0.484768228905434
wd, 0.506317626979917
we, 0.495284928429689
wf, 0.535650792776378
wg, 0.490805452995900
wh, 0.490059503380224
wi, 0.487216816534213
wj, 0.490166412184912
wk, 0.469190422704217
wl, 0.501089059421409
wm, 0.452418324260096
wn, 0.479635162446190
wo, 0.514489244279095
wp, 0.508012474211966
wq, 0.520776981188805
wr, 0.527855765549716
ws, 0.553614583567267
wt, 0.478840948725166
wu, 0.537738411084968
wv, 0.474364639064456
ww, 0.447061200354746
wx, 0.499701415021578
wy, 0.414564777888494
wz, 0.513316985790618
xa, 0.499848383146473
xb, 0.513420583091459
xc, 0.513791119222272
xd, 0.459950548098427
xe, 0.473262464156358
xf, 0.487680111551878
xg, 0.513002286394330
xh, 0.464962134087821
xi, 0.507154698226348
xj, 0.504481234344862
xk, 0.497149668336484
xl, 0.539215276521765
xm, 0.486243915392992
xn, 0.495579119648058
xo, 0.453550279970017
xp, 0.527471007195563
xq, 0.484323158513590
xr, 0.475307758705074
xs, 0.534860460829774
xt, 0.521223785068786
xu, 0.488515102006546
xv, 0.485066905370604
xw, 0.475859052787756
xx, 0.478447245668065
xy, 0.484942123906870
xz, 0.470828357092540
ya, 0.494933653380667
yb, 0.481248111162260
yc, 0.483650286364172
yd, 0.535082011817689
ye, 0.444543327976671
yf, 0.504799691318626
yg, 0.476492275380083
yh, 0.504335089087413
yi, 0.504302541256566
yj, 0.514862377856237
yk, 0.499404484949791
yl, 0.541010193532586
ym, 0.509370164945930
yn, 0.491728180145796
yo, 0.512824295445689
yp, 0.488973064081049
yq, 0.480732115663156
yr, 0.535953238634520
ys, 0.456047959539917
yt, 0.512334342533799
yu, 0.490933456646490
yv, 0.478557537892615
yw, 0.475087245327852
yx, 0.462232380931024
yy, 0.515161168608473
yz, 0.487590975086200
za, 0.479168531406330
zb, 0.512614723949728
zc, 0.522864525646362
zd, 0.507999315856689
ze, 0.536470406420329
zf, 0.508038224372207
zg, 0.471772576791677
zh, 0.532137503362742
zi, 0.523130518979761
zj, 0.483491916855109
zk, 0.486662477040446
zl, 0.529147541092488
zm, 0.474740771962491
zn, 0.513316564358847
zo, 0.448751244693329
zp, 0.528721191143305
zq, 0.541513546943450
zr, 0.536874835300493
zs, 0.532053462424203
zt, 0.509461383923275
zu, 0.508874283837632
zv, 0.475235190952263
zw, 0.465231475885830
zx, 0.463378028673065
zy, 0.521251172632055
zz, 0.516560171702792
